SID,NAME,fecha_prediccion,umbral_distancia_enlace_km,umbral_min_trayectorias_por_cluster,n_trayectorias_best_cluster,dispersión_km_best_cluster,fecha_estimada_de_inicio,inicio_oficial,USA_SSHS,zona,label,horas_diff_reales,horas_diff_estimadas
2022148N13263,AGATHA,2022-05-24 00:00:00,100.0,5.0,7.0,38.89,2022-05-28 12:00:00,2022-05-28 06:00:00,,pacifico,0,-102.0,-108.0
2022148N13263,AGATHA,2022-05-24 06:00:00,100.0,5.0,6.0,47.6,2022-05-27 18:00:00,2022-05-28 06:00:00,,pacifico,0,-96.0,-84.0
2022148N13263,AGATHA,2022-05-24 12:00:00,100.0,10.0,10.0,52.77,2022-05-28 12:00:00,2022-05-28 06:00:00,,pacifico,0,-90.0,-96.0
2022148N13263,AGATHA,2022-05-24 18:00:00,50.0,5.0,5.0,22.27,2022-05-27 18:00:00,2022-05-28 06:00:00,,pacifico,0,-84.0,-72.0
2022148N13263,AGATHA,2022-05-25 00:00:00,100.0,5.0,5.0,37.83,2022-05-28 12:00:00,2022-05-28 06:00:00,,pacifico,0,-78.0,-84.0
2022148N13263,AGATHA,2022-05-25 06:00:00,100.0,5.0,5.0,30.03,2022-05-27 18:00:00,2022-05-28 06:00:00,,pacifico,0,-72.0,-60.0
2022148N13263,AGATHA,2022-05-25 12:00:00,100.0,10.0,10.0,38.76,2022-05-28 12:00:00,2022-05-28 06:00:00,,pacifico,0,-66.0,-72.0
2022148N13263,AGATHA,2022-05-25 18:00:00,200.0,5.0,5.0,68.29,2022-05-27 18:00:00,2022-05-28 06:00:00,,pacifico,0,-60.0,-48.0
2022148N13263,AGATHA,2022-05-26 00:00:00,100.0,15.0,15.0,44.01,2022-05-28 12:00:00,2022-05-28 06:00:00,,pacifico,0,-54.0,-60.0
2022148N13263,AGATHA,2022-05-26 06:00:00,50.0,5.0,5.0,17.01,2022-05-28 06:00:00,2022-05-28 06:00:00,,pacifico,0,-48.0,-48.0
2022148N13263,AGATHA,2022-05-26 12:00:00,50.0,5.0,9.0,25.16,2022-05-28 12:00:00,2022-05-28 06:00:00,,pacifico,0,-42.0,-48.0
2022148N13263,AGATHA,2022-05-26 18:00:00,25.0,5.0,6.0,10.81,2022-05-27 18:00:00,2022-05-28 06:00:00,,pacifico,0,-36.0,-24.0
2022148N13263,AGATHA,2022-05-27 00:00:00,200.0,15.0,17.0,66.64,2022-05-28 12:00:00,2022-05-28 06:00:00,,pacifico,0,-30.0,-36.0
2022148N13263,AGATHA,2022-05-27 06:00:00,25.0,5.0,6.0,6.76,2022-05-27 18:00:00,2022-05-28 06:00:00,,pacifico,0,-24.0,-12.0
2022148N13263,AGATHA,2022-05-27 12:00:00,50.0,5.0,8.0,19.7,2022-05-28 12:00:00,2022-05-28 06:00:00,,pacifico,0,-18.0,-24.0
2022148N13263,AGATHA,2022-05-27 18:00:00,25.0,5.0,5.0,7.99,2022-05-28 06:00:00,2022-05-28 06:00:00,-3.0,pacifico,0,-12.0,-12.0
2022148N13263,AGATHA,2022-05-28 00:00:00,50.0,5.0,5.0,17.01,2022-05-28 12:00:00,2022-05-28 06:00:00,-1.0,pacifico,0,-6.0,-12.0
2022148N13263,AGATHA,2022-05-28 06:00:00,25.0,5.0,5.0,11.67,2022-05-28 18:00:00,2022-05-28 06:00:00,0.0,pacifico,1,0.0,-12.0
2022148N13263,AGATHA,2022-05-28 12:00:00,25.0,5.0,6.0,12.14,2022-05-29 00:00:00,2022-05-28 06:00:00,0.0,pacifico,1,6.0,-12.0
2022148N13263,AGATHA,2022-05-28 18:00:00,25.0,20.0,25.0,7.76,2022-05-29 06:00:00,2022-05-28 06:00:00,0.0,pacifico,1,12.0,-12.0
2022148N13263,AGATHA,2022-05-29 00:00:00,25.0,30.0,35.0,11.64,2022-05-29 12:00:00,2022-05-28 06:00:00,0.0,pacifico,1,18.0,-12.0
2022148N13263,AGATHA,2022-05-29 06:00:00,25.0,15.0,15.0,9.48,2022-05-29 18:00:00,2022-05-28 06:00:00,1.0,pacifico,1,24.0,-12.0
2022148N13263,AGATHA,2022-05-29 12:00:00,50.0,10.0,13.0,13.25,2022-05-30 00:00:00,2022-05-28 06:00:00,1.0,pacifico,1,30.0,-12.0
2022148N13263,AGATHA,2022-05-29 18:00:00,25.0,5.0,8.0,9.06,2022-05-30 06:00:00,2022-05-28 06:00:00,2.0,pacifico,1,36.0,-12.0
2022154N21273,ALEX,2022-05-23 18:00:00,500.0,5.0,5.0,188.76,2022-06-03 06:00:00,2022-06-05 00:00:00,,atlantico,0,-294.0,-252.0
2022154N21273,ALEX,2022-05-24 06:00:00,600.0,5.0,6.0,256.07,2022-06-02 18:00:00,2022-06-05 00:00:00,,atlantico,0,-282.0,-228.0
2022154N21273,ALEX,2022-05-24 12:00:00,400.0,5.0,5.0,177.56,2022-06-03 00:00:00,2022-06-05 00:00:00,,atlantico,0,-276.0,-228.0
2022154N21273,ALEX,2022-05-24 18:00:00,600.0,5.0,5.0,281.07,2022-06-03 06:00:00,2022-06-05 00:00:00,,atlantico,0,-270.0,-228.0
2022154N21273,ALEX,2022-05-25 18:00:00,400.0,5.0,5.0,176.99,2022-06-03 06:00:00,2022-06-05 00:00:00,,atlantico,0,-246.0,-204.0
2022154N21273,ALEX,2022-05-27 00:00:00,400.0,5.0,7.0,147.59,2022-06-03 00:00:00,2022-06-05 00:00:00,,atlantico,0,-216.0,-168.0
2022154N21273,ALEX,2022-05-27 06:00:00,600.0,5.0,8.0,240.64,2022-06-02 18:00:00,2022-06-05 00:00:00,,atlantico,0,-210.0,-156.0
2022154N21273,ALEX,2022-05-28 00:00:00,200.0,5.0,6.0,65.25,2022-06-03 12:00:00,2022-06-05 00:00:00,,atlantico,0,-192.0,-156.0
2022154N21273,ALEX,2022-05-28 12:00:00,300.0,5.0,8.0,156.05,2022-06-04 12:00:00,2022-06-05 00:00:00,,atlantico,0,-180.0,-168.0
2022154N21273,ALEX,2022-05-29 00:00:00,100.0,5.0,5.0,46.78,2022-06-03 12:00:00,2022-06-05 00:00:00,,atlantico,0,-168.0,-132.0
2022154N21273,ALEX,2022-05-29 06:00:00,600.0,5.0,9.0,263.92,2022-06-03 06:00:00,2022-06-05 00:00:00,,atlantico,0,-162.0,-120.0
2022154N21273,ALEX,2022-05-29 12:00:00,200.0,5.0,9.0,85.64,2022-06-03 12:00:00,2022-06-05 00:00:00,,atlantico,0,-156.0,-120.0
2022154N21273,ALEX,2022-05-29 18:00:00,200.0,5.0,5.0,87.07,2022-06-03 06:00:00,2022-06-05 00:00:00,,atlantico,0,-150.0,-108.0
2022154N21273,ALEX,2022-05-30 00:00:00,200.0,15.0,16.0,95.63,2022-06-03 12:00:00,2022-06-05 00:00:00,,atlantico,0,-144.0,-108.0
2022154N21273,ALEX,2022-05-30 06:00:00,100.0,5.0,6.0,50.81,2022-06-03 06:00:00,2022-06-05 00:00:00,,atlantico,0,-138.0,-96.0
2022154N21273,ALEX,2022-05-30 12:00:00,200.0,5.0,7.0,77.28,2022-06-03 12:00:00,2022-06-05 00:00:00,,atlantico,0,-132.0,-96.0
2022154N21273,ALEX,2022-05-30 18:00:00,100.0,5.0,5.0,37.46,2022-06-03 06:00:00,2022-06-05 00:00:00,,atlantico,0,-126.0,-84.0
2022154N21273,ALEX,2022-05-31 00:00:00,100.0,5.0,6.0,39.45,2022-06-03 00:00:00,2022-06-05 00:00:00,,atlantico,0,-120.0,-72.0
2022154N21273,ALEX,2022-05-31 06:00:00,100.0,5.0,7.0,44.8,2022-06-03 18:00:00,2022-06-05 00:00:00,,atlantico,0,-114.0,-84.0
2022154N21273,ALEX,2022-05-31 12:00:00,100.0,5.0,9.0,32.85,2022-06-03 12:00:00,2022-06-05 00:00:00,,atlantico,0,-108.0,-72.0
2022154N21273,ALEX,2022-05-31 18:00:00,100.0,5.0,5.0,39.66,2022-06-03 18:00:00,2022-06-05 00:00:00,,atlantico,0,-102.0,-72.0
2022154N21273,ALEX,2022-06-01 00:00:00,50.0,5.0,7.0,20.8,2022-06-03 12:00:00,2022-06-05 00:00:00,,atlantico,0,-96.0,-60.0
2022154N21273,ALEX,2022-06-01 06:00:00,100.0,5.0,5.0,35.07,2022-06-03 18:00:00,2022-06-05 00:00:00,,atlantico,0,-90.0,-60.0
2022154N21273,ALEX,2022-06-01 12:00:00,100.0,10.0,10.0,58.08,2022-06-03 12:00:00,2022-06-05 00:00:00,,atlantico,0,-84.0,-48.0
2022154N21273,ALEX,2022-06-01 18:00:00,100.0,5.0,7.0,29.61,2022-06-03 06:00:00,2022-06-05 00:00:00,,atlantico,0,-78.0,-36.0
2022154N21273,ALEX,2022-06-02 00:00:00,200.0,5.0,6.0,100.48,2022-06-04 00:00:00,2022-06-05 00:00:00,,atlantico,0,-72.0,-48.0
2022154N21273,ALEX,2022-06-02 06:00:00,50.0,5.0,5.0,17.54,2022-06-03 18:00:00,2022-06-05 00:00:00,,atlantico,0,-66.0,-36.0
2022154N21273,ALEX,2022-06-02 12:00:00,100.0,5.0,6.0,42.31,2022-06-03 12:00:00,2022-06-05 00:00:00,,atlantico,0,-60.0,-24.0
2022154N21273,ALEX,2022-06-02 18:00:00,50.0,10.0,10.0,20.02,2022-06-03 06:00:00,2022-06-05 00:00:00,-3.0,atlantico,0,-54.0,-12.0
2022154N21273,ALEX,2022-06-03 00:00:00,50.0,5.0,7.0,20.7,2022-06-03 12:00:00,2022-06-05 00:00:00,-3.0,atlantico,0,-48.0,-12.0
2022154N21273,ALEX,2022-06-03 06:00:00,50.0,5.0,7.0,21.3,2022-06-03 18:00:00,2022-06-05 00:00:00,-3.0,atlantico,0,-42.0,-12.0
2022154N21273,ALEX,2022-06-03 12:00:00,100.0,5.0,7.0,46.71,2022-06-04 00:00:00,2022-06-05 00:00:00,-3.0,atlantico,0,-36.0,-12.0
2022165N14258,BLAS,2022-06-04 06:00:00,400.0,5.0,5.0,171.93,2022-06-14 06:00:00,2022-06-14 06:00:00,,pacifico,0,-240.0,-240.0
2022165N14258,BLAS,2022-06-04 12:00:00,300.0,5.0,5.0,130.75,2022-06-17 00:00:00,2022-06-14 06:00:00,,pacifico,0,-234.0,-300.0
2022165N14258,BLAS,2022-06-04 18:00:00,600.0,5.0,5.0,270.5,2022-06-14 06:00:00,2022-06-14 06:00:00,,pacifico,0,-228.0,-228.0
2022165N14258,BLAS,2022-06-05 00:00:00,200.0,5.0,5.0,92.66,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-222.0,-228.0
2022165N14258,BLAS,2022-06-05 06:00:00,500.0,5.0,5.0,201.05,2022-06-17 06:00:00,2022-06-14 06:00:00,,pacifico,0,-216.0,-288.0
2022165N14258,BLAS,2022-06-05 12:00:00,500.0,5.0,8.0,205.48,2022-06-16 00:00:00,2022-06-14 06:00:00,,pacifico,0,-210.0,-252.0
2022165N14258,BLAS,2022-06-06 00:00:00,500.0,5.0,6.0,190.51,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-198.0,-204.0
2022165N14258,BLAS,2022-06-06 06:00:00,400.0,5.0,6.0,198.37,2022-06-14 18:00:00,2022-06-14 06:00:00,,pacifico,0,-192.0,-204.0
2022165N14258,BLAS,2022-06-06 12:00:00,600.0,5.0,5.0,250.98,2022-06-15 12:00:00,2022-06-14 06:00:00,,pacifico,0,-186.0,-216.0
2022165N14258,BLAS,2022-06-06 18:00:00,500.0,5.0,6.0,216.11,2022-06-14 06:00:00,2022-06-14 06:00:00,,pacifico,0,-180.0,-180.0
2022165N14258,BLAS,2022-06-07 00:00:00,400.0,5.0,5.0,129.56,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-174.0,-180.0
2022165N14258,BLAS,2022-06-07 06:00:00,400.0,5.0,6.0,199.94,2022-06-16 18:00:00,2022-06-14 06:00:00,,pacifico,0,-168.0,-228.0
2022165N14258,BLAS,2022-06-07 12:00:00,300.0,5.0,5.0,129.3,2022-06-16 00:00:00,2022-06-14 06:00:00,,pacifico,0,-162.0,-204.0
2022165N14258,BLAS,2022-06-07 18:00:00,600.0,5.0,5.0,198.66,2022-06-15 06:00:00,2022-06-14 06:00:00,,pacifico,0,-156.0,-180.0
2022165N14258,BLAS,2022-06-08 00:00:00,600.0,5.0,6.0,240.05,2022-06-16 12:00:00,2022-06-14 06:00:00,,pacifico,0,-150.0,-204.0
2022165N14258,BLAS,2022-06-08 06:00:00,300.0,5.0,5.0,144.11,2022-06-14 06:00:00,2022-06-14 06:00:00,,pacifico,0,-144.0,-144.0
2022165N14258,BLAS,2022-06-08 12:00:00,400.0,5.0,5.0,151.01,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-138.0,-144.0
2022165N14258,BLAS,2022-06-08 18:00:00,600.0,5.0,5.0,210.36,2022-06-14 06:00:00,2022-06-14 06:00:00,,pacifico,0,-132.0,-132.0
2022165N14258,BLAS,2022-06-09 00:00:00,500.0,5.0,5.0,160.16,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-126.0,-132.0
2022165N14258,BLAS,2022-06-09 06:00:00,300.0,5.0,5.0,135.76,2022-06-15 18:00:00,2022-06-14 06:00:00,,pacifico,0,-120.0,-156.0
2022165N14258,BLAS,2022-06-09 12:00:00,400.0,5.0,6.0,186.64,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-114.0,-120.0
2022165N14258,BLAS,2022-06-09 18:00:00,300.0,5.0,5.0,108.89,2022-06-14 06:00:00,2022-06-14 06:00:00,,pacifico,0,-108.0,-108.0
2022165N14258,BLAS,2022-06-10 00:00:00,200.0,5.0,6.0,60.18,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-102.0,-108.0
2022165N14258,BLAS,2022-06-10 06:00:00,100.0,5.0,5.0,49.37,2022-06-14 06:00:00,2022-06-14 06:00:00,,pacifico,0,-96.0,-96.0
2022165N14258,BLAS,2022-06-10 12:00:00,100.0,5.0,6.0,43.28,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-90.0,-96.0
2022165N14258,BLAS,2022-06-10 18:00:00,500.0,5.0,7.0,58.84,2022-06-15 06:00:00,2022-06-14 06:00:00,,pacifico,0,-84.0,-108.0
2022165N14258,BLAS,2022-06-11 00:00:00,100.0,5.0,5.0,40.29,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-78.0,-84.0
2022165N14258,BLAS,2022-06-11 06:00:00,200.0,5.0,5.0,64.28,2022-06-16 06:00:00,2022-06-14 06:00:00,,pacifico,0,-72.0,-120.0
2022165N14258,BLAS,2022-06-11 12:00:00,100.0,5.0,7.0,45.29,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-66.0,-72.0
2022165N14258,BLAS,2022-06-11 18:00:00,100.0,5.0,5.0,51.71,2022-06-15 06:00:00,2022-06-14 06:00:00,,pacifico,0,-60.0,-84.0
2022165N14258,BLAS,2022-06-12 00:00:00,100.0,5.0,5.0,31.57,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-54.0,-60.0
2022165N14258,BLAS,2022-06-12 06:00:00,50.0,5.0,5.0,23.91,2022-06-14 18:00:00,2022-06-14 06:00:00,,pacifico,0,-48.0,-60.0
2022165N14258,BLAS,2022-06-12 12:00:00,100.0,5.0,5.0,39.76,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-42.0,-48.0
2022165N14258,BLAS,2022-06-12 18:00:00,100.0,10.0,11.0,48.12,2022-06-14 18:00:00,2022-06-14 06:00:00,,pacifico,0,-36.0,-48.0
2022165N14258,BLAS,2022-06-13 00:00:00,100.0,10.0,10.0,42.78,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-30.0,-36.0
2022165N14258,BLAS,2022-06-13 06:00:00,200.0,10.0,12.0,85.58,2022-06-14 18:00:00,2022-06-14 06:00:00,,pacifico,0,-24.0,-36.0
2022165N14258,BLAS,2022-06-13 12:00:00,100.0,5.0,9.0,33.81,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-18.0,-24.0
2022165N14258,BLAS,2022-06-13 18:00:00,200.0,5.0,5.0,50.87,2022-06-14 18:00:00,2022-06-14 06:00:00,,pacifico,0,-12.0,-24.0
2022165N14258,BLAS,2022-06-14 00:00:00,25.0,5.0,5.0,11.64,2022-06-14 12:00:00,2022-06-14 06:00:00,,pacifico,0,-6.0,-12.0
2022165N14258,BLAS,2022-06-14 06:00:00,100.0,5.0,8.0,28.23,2022-06-14 18:00:00,2022-06-14 06:00:00,0.0,pacifico,1,0.0,-12.0
2022165N14258,BLAS,2022-06-14 12:00:00,25.0,15.0,19.0,10.45,2022-06-15 00:00:00,2022-06-14 06:00:00,0.0,pacifico,1,6.0,-12.0
2022165N14258,BLAS,2022-06-14 18:00:00,25.0,5.0,5.0,11.58,2022-06-15 06:00:00,2022-06-14 06:00:00,0.0,pacifico,1,12.0,-12.0
2022165N14258,BLAS,2022-06-15 00:00:00,25.0,15.0,15.0,7.99,2022-06-15 12:00:00,2022-06-14 06:00:00,0.0,pacifico,1,18.0,-12.0
2022165N14258,BLAS,2022-06-15 06:00:00,25.0,5.0,9.0,8.34,2022-06-15 18:00:00,2022-06-14 06:00:00,0.0,pacifico,1,24.0,-12.0
2022165N14258,BLAS,2022-06-15 12:00:00,25.0,5.0,9.0,8.33,2022-06-16 00:00:00,2022-06-14 06:00:00,1.0,pacifico,1,30.0,-12.0
2022165N14258,BLAS,2022-06-15 18:00:00,25.0,5.0,7.0,0.0,2022-06-16 06:00:00,2022-06-14 06:00:00,1.0,pacifico,1,36.0,-12.0
2022165N14258,BLAS,2022-06-16 00:00:00,25.0,10.0,13.0,6.25,2022-06-16 12:00:00,2022-06-14 06:00:00,1.0,pacifico,1,42.0,-12.0
2022165N14258,BLAS,2022-06-16 06:00:00,25.0,15.0,17.0,8.64,2022-06-16 18:00:00,2022-06-14 06:00:00,1.0,pacifico,1,48.0,-12.0
2022165N14258,BLAS,2022-06-16 12:00:00,25.0,20.0,22.0,11.96,2022-06-17 00:00:00,2022-06-14 06:00:00,1.0,pacifico,1,54.0,-12.0
2022165N14258,BLAS,2022-06-16 18:00:00,25.0,20.0,21.0,11.69,2022-06-17 06:00:00,2022-06-14 06:00:00,1.0,pacifico,1,60.0,-12.0
2022165N14258,BLAS,2022-06-17 00:00:00,25.0,15.0,15.0,9.32,2022-06-17 12:00:00,2022-06-14 06:00:00,1.0,pacifico,1,66.0,-12.0
2022165N14258,BLAS,2022-06-17 06:00:00,25.0,10.0,11.0,7.09,2022-06-17 18:00:00,2022-06-14 06:00:00,1.0,pacifico,1,72.0,-12.0
2022165N14258,BLAS,2022-06-17 12:00:00,25.0,20.0,27.0,9.13,2022-06-18 00:00:00,2022-06-14 06:00:00,1.0,pacifico,1,78.0,-12.0
2022165N14258,BLAS,2022-06-17 18:00:00,25.0,10.0,10.0,7.61,2022-06-18 06:00:00,2022-06-14 06:00:00,1.0,pacifico,1,84.0,-12.0
2022165N14258,BLAS,2022-06-18 00:00:00,25.0,10.0,13.0,6.18,2022-06-18 12:00:00,2022-06-14 06:00:00,1.0,pacifico,1,90.0,-12.0
2022165N14258,BLAS,2022-06-18 06:00:00,25.0,10.0,11.0,9.91,2022-06-18 18:00:00,2022-06-14 06:00:00,0.0,pacifico,1,96.0,-12.0
2022165N14258,BLAS,2022-06-18 12:00:00,25.0,20.0,24.0,11.51,2022-06-19 00:00:00,2022-06-14 06:00:00,0.0,pacifico,1,102.0,-12.0
2022165N14258,BLAS,2022-06-18 18:00:00,25.0,5.0,8.0,11.08,2022-06-19 06:00:00,2022-06-14 06:00:00,0.0,pacifico,1,108.0,-12.0
2022165N14258,BLAS,2022-06-19 00:00:00,25.0,10.0,13.0,11.74,2022-06-19 12:00:00,2022-06-14 06:00:00,0.0,pacifico,1,114.0,-12.0
2022165N14258,BLAS,2022-06-19 06:00:00,25.0,15.0,18.0,4.66,2022-06-19 18:00:00,2022-06-14 06:00:00,0.0,pacifico,1,120.0,-12.0
2022165N14258,BLAS,2022-06-19 12:00:00,25.0,5.0,6.0,11.1,2022-06-20 00:00:00,2022-06-14 06:00:00,0.0,pacifico,1,126.0,-12.0
2022165N14258,BLAS,2022-06-19 18:00:00,25.0,5.0,6.0,10.48,2022-06-20 06:00:00,2022-06-14 06:00:00,-3.0,pacifico,0,132.0,-12.0
2022165N14258,BLAS,2022-06-20 00:00:00,25.0,5.0,7.0,5.78,2022-06-20 12:00:00,2022-06-14 06:00:00,-3.0,pacifico,0,138.0,-12.0
2022165N14258,BLAS,2022-06-20 06:00:00,25.0,5.0,9.0,12.33,2022-06-20 18:00:00,2022-06-14 06:00:00,-3.0,pacifico,0,144.0,-12.0
2022165N14258,BLAS,2022-06-20 12:00:00,25.0,5.0,5.0,7.55,2022-06-21 00:00:00,2022-06-14 06:00:00,-3.0,pacifico,0,150.0,-12.0
2022165N14258,BLAS,2022-06-20 18:00:00,100.0,5.0,8.0,39.28,2022-06-21 18:00:00,2022-06-14 06:00:00,-3.0,pacifico,0,156.0,-24.0
2022165N14258,BLAS,2022-06-21 00:00:00,200.0,5.0,6.0,66.17,2022-06-22 00:00:00,2022-06-14 06:00:00,-3.0,pacifico,0,162.0,-24.0
2022165N14258,BLAS,2022-06-21 06:00:00,25.0,5.0,6.0,10.84,2022-06-21 18:00:00,2022-06-14 06:00:00,-3.0,pacifico,0,168.0,-12.0
2022165N14258,BLAS,2022-06-21 12:00:00,50.0,5.0,5.0,21.7,2022-06-22 12:00:00,2022-06-14 06:00:00,-3.0,pacifico,0,174.0,-24.0
2022165N14258,BLAS,2022-06-21 18:00:00,25.0,10.0,11.0,9.65,2022-06-22 06:00:00,2022-06-14 06:00:00,-3.0,pacifico,0,180.0,-12.0
2022165N14258,BLAS,2022-06-22 00:00:00,50.0,5.0,5.0,16.88,2022-06-22 12:00:00,2022-06-14 06:00:00,-3.0,pacifico,0,186.0,-12.0
2022165N14258,BLAS,2022-06-22 06:00:00,25.0,5.0,9.0,11.1,2022-06-22 18:00:00,2022-06-14 06:00:00,-3.0,pacifico,0,192.0,-12.0
2022167N11269,CELIA,2022-06-06 06:00:00,500.0,5.0,6.0,215.3,2022-06-17 06:00:00,2022-06-17 00:00:00,,pacifico,0,-258.0,-264.0
2022167N11269,CELIA,2022-06-06 12:00:00,400.0,5.0,7.0,155.15,2022-06-17 12:00:00,2022-06-17 00:00:00,,pacifico,0,-252.0,-264.0
2022167N11269,CELIA,2022-06-06 18:00:00,400.0,5.0,5.0,174.64,2022-06-16 06:00:00,2022-06-17 00:00:00,,pacifico,0,-246.0,-228.0
2022167N11269,CELIA,2022-06-07 00:00:00,600.0,5.0,6.0,208.42,2022-06-16 12:00:00,2022-06-17 00:00:00,,pacifico,0,-240.0,-228.0
2022167N11269,CELIA,2022-06-07 06:00:00,400.0,5.0,5.0,147.72,2022-06-16 06:00:00,2022-06-17 00:00:00,,pacifico,0,-234.0,-216.0
2022167N11269,CELIA,2022-06-07 12:00:00,400.0,5.0,7.0,179.67,2022-06-16 00:00:00,2022-06-17 00:00:00,,pacifico,0,-228.0,-204.0
2022167N11269,CELIA,2022-06-07 18:00:00,600.0,5.0,5.0,272.07,2022-06-16 18:00:00,2022-06-17 00:00:00,,pacifico,0,-222.0,-216.0
